params,mean_test_score,rank_test_score,Station,Pollutant,Model
"{'subsample': 0.9473684210526315, 'reg_lambda': 453.4878508128582, 'reg_alpha': 739.0722033525776, 'n_estimators': 195, 'min_child_weight': 0.7140151304013396, 'max_leaves': 940, 'max_depth': 45, 'learning_rate': 0.0037770636945393685, 'colsample_bytree': 0.7368421052631579, 'colsample_bylevel': 0.9473684210526315}",-0.0378537619215197,167,Manchester_Sharston,NOx,xgboost
"{'n_estimators': 75, 'min_samples_split': 14, 'min_samples_leaf': 2, 'max_features': 'log2', 'max_depth': 35, 'bootstrap': True}",0.6064083675359105,167,Manchester_Sharston,O3,randomforest
"{'subsample': 0.6052631578947368, 'reg_lambda': 0.030538555088334158, 'reg_alpha': 0.4862601580065354, 'n_estimators': 500, 'min_child_weight': 0.37423662907219807, 'max_leaves': 480, 'max_depth': 70, 'learning_rate': 0.8124930210614048, 'colsample_bytree': 0.6052631578947368, 'colsample_bylevel': 0.8947368421052632}",-0.4552549286808556,167,Manchester_Sharston,O3,xgboost
"{'n_estimators': 50, 'min_samples_split': 13, 'min_samples_leaf': 2, 'max_features': 'log2', 'max_depth': 40, 'bootstrap': True}",0.4483428434928223,167,Salford_Eccles,NOx,randomforest
"{'subsample': 0.631578947368421, 'reg_lambda': 0.01873817422860384, 'reg_alpha': 0.09545484566618337, 'n_estimators': 450, 'min_child_weight': 0.19980263085725486, 'max_leaves': 350, 'max_depth': 55, 'learning_rate': 0.0011326825671361537, 'colsample_bytree': 0.7105263157894737, 'colsample_bylevel': 0.6578947368421053}",0.0022827704121885,167,Salford_Eccles,NOx,xgboost
"{'n_estimators': 315, 'min_samples_split': 18, 'min_samples_leaf': 4, 'max_features': 'sqrt', 'max_depth': 20, 'bootstrap': True}",-0.1423926402763464,167,Salford_Eccles,PM2.5,randomforest
"{'subsample': 0.8947368421052632, 'reg_lambda': 0.04977023564332109, 'reg_alpha': 0.0026560877829466863, 'n_estimators': 275, 'min_child_weight': 0.0054635503522148755, 'max_leaves': 520, 'max_depth': 10, 'learning_rate': 0.25398590687807265, 'colsample_bytree': 0.5526315789473684, 'colsample_bylevel': 0.9210526315789473}",-2.1408467779035094,167,Salford_Eccles,PM2.5,xgboost
"{'n_estimators': 55, 'min_samples_split': 3, 'min_samples_leaf': 19, 'max_features': 'log2', 'max_depth': 35, 'bootstrap': True}",0.447588810486811,167,Salford_Glazebury,NOx,randomforest
"{'subsample': 0.7368421052631579, 'reg_lambda': 2310.1297000831582, 'reg_alpha': 453.4878508128582, 'n_estimators': 395, 'min_child_weight': 0.08238187331399605, 'max_leaves': 200, 'max_depth': 40, 'learning_rate': 0.0029035268849778137, 'colsample_bytree': 0.9736842105263157, 'colsample_bylevel': 0.9210526315789473}",0.0505409388350902,167,Salford_Glazebury,NOx,xgboost
"{'n_estimators': 125, 'min_samples_split': 2, 'min_samples_leaf': 20, 'max_features': 'sqrt', 'max_depth': 45, 'bootstrap': True}",0.6361489988889851,167,Salford_Glazebury,O3,randomforest
"{'subsample': 0.6052631578947368, 'reg_lambda': 0.21544346900318823, 'reg_alpha': 1668.100537200059, 'n_estimators': 255, 'min_child_weight': 0.07511929493320964, 'max_leaves': 340, 'max_depth': 20, 'learning_rate': 0.002863609718508116, 'colsample_bytree': 0.6052631578947368, 'colsample_bylevel': 0.8421052631578947}",-0.4960147901690243,167,Salford_Glazebury,O3,xgboost
"{'n_estimators': 50, 'min_samples_split': 13, 'min_samples_leaf': 2, 'max_features': 'log2', 'max_depth': 40, 'bootstrap': True}",0.4549643556320708,168,Bury_Whitefield,NOx,randomforest
"{'subsample': 0.7368421052631579, 'reg_lambda': 2310.1297000831582, 'reg_alpha': 453.4878508128582, 'n_estimators': 395, 'min_child_weight': 0.08238187331399605, 'max_leaves': 200, 'max_depth': 40, 'learning_rate': 0.0029035268849778137, 'colsample_bytree': 0.9736842105263157, 'colsample_bylevel': 0.9210526315789473}",-0.0071339130528042,168,Bury_Whitefield,NOx,xgboost
"{'n_estimators': 55, 'min_samples_split': 3, 'min_samples_leaf': 19, 'max_features': 'log2', 'max_depth': 35, 'bootstrap': True}",0.4562418936239462,168,Manchester_Piccadilly,NOx,randomforest
"{'subsample': 0.763157894736842, 'reg_lambda': 4.037017258596554, 'reg_alpha': 453.4878508128582, 'n_estimators': 290, 'min_child_weight': 1.4135155848353942, 'max_leaves': 630, 'max_depth': 35, 'learning_rate': 0.002294676367231936, 'colsample_bytree': 0.8157894736842105, 'colsample_bylevel': 0.5789473684210527}",-0.125892410093465,168,Manchester_Piccadilly,NOx,xgboost
"{'n_estimators': 55, 'min_samples_split': 3, 'min_samples_leaf': 19, 'max_features': 'log2', 'max_depth': 35, 'bootstrap': True}",0.5684909299971809,168,Manchester_Piccadilly,O3,randomforest
"{'subsample': 0.7894736842105263, 'reg_lambda': 0.0016297508346206436, 'reg_alpha': 0.004328761281083057, 'n_estimators': 180, 'min_child_weight': 0.6755528315331639, 'max_leaves': 280, 'max_depth': 55, 'learning_rate': 0.0034282314937339707, 'colsample_bytree': 0.6842105263157895, 'colsample_bylevel': 0.5789473684210527}",-0.2945319807497731,168,Manchester_Piccadilly,O3,xgboost
"{'n_estimators': 145, 'min_samples_split': 5, 'min_samples_leaf': 4, 'max_features': 'sqrt', 'max_depth': 30, 'bootstrap': True}",0.0608577944458263,168,Manchester_Piccadilly,PM2.5,randomforest
"{'subsample': 0.8157894736842105, 'reg_lambda': 0.21544346900318823, 'reg_alpha': 453.4878508128582, 'n_estimators': 180, 'min_child_weight': 0.002425322741760353, 'max_leaves': 650, 'max_depth': 65, 'learning_rate': 0.26844648109619623, 'colsample_bytree': 0.6578947368421053, 'colsample_bylevel': 0.631578947368421}",-0.9351494763052208,168,Manchester_Piccadilly,PM2.5,xgboost
"{'n_estimators': 55, 'min_samples_split': 3, 'min_samples_leaf': 19, 'max_features': 'log2', 'max_depth': 35, 'bootstrap': True}",0.3839704477699024,168,Manchester_Sharston,NOx,randomforest
"{'subsample': 1.0, 'reg_lambda': 1417.4741629268046, 'reg_alpha': 2.1049041445120196, 'n_estimators': 460, 'min_child_weight': 0.4757236139187884, 'max_leaves': 670, 'max_depth': 55, 'learning_rate': 0.0016460115023085495, 'colsample_bytree': 0.631578947368421, 'colsample_bylevel': 0.6578947368421053}",-0.0572368159338848,168,Manchester_Sharston,NOx,xgboost
"{'n_estimators': 50, 'min_samples_split': 13, 'min_samples_leaf': 2, 'max_features': 'log2', 'max_depth': 40, 'bootstrap': True}",0.6031668507765316,168,Manchester_Sharston,O3,randomforest
"{'subsample': 0.8157894736842105, 'reg_lambda': 10000.0, 'reg_alpha': 0.2983647240283337, 'n_estimators': 155, 'min_child_weight': 1.3373728582124949, 'max_leaves': 370, 'max_depth': 60, 'learning_rate': 0.0075466726308438875, 'colsample_bytree': 0.6578947368421053, 'colsample_bylevel': 0.7368421052631579}",-0.5121791613023179,168,Manchester_Sharston,O3,xgboost
"{'n_estimators': 75, 'min_samples_split': 14, 'min_samples_leaf': 2, 'max_features': 'log2', 'max_depth': 35, 'bootstrap': True}",0.4478664844771602,168,Salford_Eccles,NOx,randomforest
"{'subsample': 0.9473684210526315, 'reg_lambda': 453.4878508128582, 'reg_alpha': 739.0722033525776, 'n_estimators': 195, 'min_child_weight': 0.7140151304013396, 'max_leaves': 940, 'max_depth': 45, 'learning_rate': 0.0037770636945393685, 'colsample_bytree': 0.7368421052631579, 'colsample_bylevel': 0.9473684210526315}",-0.0002348826211535,168,Salford_Eccles,NOx,xgboost
"{'n_estimators': 405, 'min_samples_split': 18, 'min_samples_leaf': 1, 'max_features': 'sqrt', 'max_depth': 25, 'bootstrap': True}",-0.1478798382527512,168,Salford_Eccles,PM2.5,randomforest
"{'subsample': 0.9736842105263157, 'reg_lambda': 1668.100537200059, 'reg_alpha': 75.6463327554629, 'n_estimators': 500, 'min_child_weight': 1.242190995452616, 'max_leaves': 370, 'max_depth': 60, 'learning_rate': 0.9862521794868785, 'colsample_bytree': 0.9210526315789473, 'colsample_bylevel': 0.868421052631579}",-2.1547058445308074,168,Salford_Eccles,PM2.5,xgboost
"{'n_estimators': 90, 'min_samples_split': 14, 'min_samples_leaf': 17, 'max_features': 'log2', 'max_depth': 15, 'bootstrap': True}",0.44582916833779,168,Salford_Glazebury,NOx,randomforest
"{'subsample': 0.6052631578947368, 'reg_lambda': 0.0036783797718286343, 'reg_alpha': 0.04977023564332109, 'n_estimators': 490, 'min_child_weight': 0.0042980012064907985, 'max_leaves': 220, 'max_depth': 5, 'learning_rate': 0.5004939102700954, 'colsample_bytree': 0.5263157894736842, 'colsample_bylevel': 0.7368421052631579}",0.0492868249293445,168,Salford_Glazebury,NOx,xgboost
"{'n_estimators': 55, 'min_samples_split': 3, 'min_samples_leaf': 19, 'max_features': 'log2', 'max_depth': 35, 'bootstrap': True}",0.635662515383409,168,Salford_Glazebury,O3,randomforest
"{'subsample': 0.8157894736842105, 'reg_lambda': 10000.0, 'reg_alpha': 0.2983647240283337, 'n_estimators': 155, 'min_child_weight': 1.3373728582124949, 'max_leaves': 370, 'max_depth': 60, 'learning_rate': 0.0075466726308438875, 'colsample_bytree': 0.6578947368421053, 'colsample_bylevel': 0.7368421052631579}",-0.5064187584565837,168,Salford_Glazebury,O3,xgboost
"{'n_estimators': 375, 'min_samples_split': 13, 'min_samples_leaf': 11, 'max_features': 'log2', 'max_depth': 10, 'bootstrap': True}",0.4385437911498059,169,Bury_Whitefield,NOx,randomforest
"{'subsample': 0.8421052631578947, 'reg_lambda': 0.02595024211399736, 'reg_alpha': 46.41588833612773, 'n_estimators': 465, 'min_child_weight': 0.002054117348353064, 'max_leaves': 250, 'max_depth': 55, 'learning_rate': 0.0011484715478402888, 'colsample_bytree': 0.9736842105263157, 'colsample_bylevel': 0.763157894736842}",-0.0132031202731839,169,Bury_Whitefield,NOx,xgboost
"{'n_estimators': 385, 'min_samples_split': 16, 'min_samples_leaf': 4, 'max_features': 'log2', 'max_depth': 10, 'bootstrap': True}",0.4444069444184356,169,Manchester_Piccadilly,NOx,randomforest
"{'subsample': 0.8421052631578947, 'reg_lambda': 0.02595024211399736, 'reg_alpha': 46.41588833612773, 'n_estimators': 465, 'min_child_weight': 0.002054117348353064, 'max_leaves': 250, 'max_depth': 55, 'learning_rate': 0.001148471547840289, 'colsample_bytree': 0.9736842105263157, 'colsample_bylevel': 0.763157894736842}",-0.1803337919507182,169,Manchester_Piccadilly,NOx,xgboost
"{'n_estimators': 350, 'min_samples_split': 13, 'min_samples_leaf': 2, 'max_features': 'log2', 'max_depth': 10, 'bootstrap': True}",0.5566768350993272,169,Manchester_Piccadilly,O3,randomforest
"{'subsample': 0.6052631578947368, 'reg_lambda': 0.21544346900318823, 'reg_alpha': 1668.100537200059, 'n_estimators': 255, 'min_child_weight': 0.07511929493320965, 'max_leaves': 340, 'max_depth': 20, 'learning_rate': 0.002863609718508116, 'colsample_bytree': 0.6052631578947368, 'colsample_bylevel': 0.8421052631578947}",-0.3167329225516854,169,Manchester_Piccadilly,O3,xgboost
"{'n_estimators': 335, 'min_samples_split': 17, 'min_samples_leaf': 2, 'max_features': 'sqrt', 'max_depth': 30, 'bootstrap': True}",0.0582441815869344,169,Manchester_Piccadilly,PM2.5,randomforest
"{'subsample': 0.6842105263157895, 'reg_lambda': 20.565123083486515, 'reg_alpha': 0.022051307399030457, 'n_estimators': 385, 'min_child_weight': 0.0011171106505048242, 'max_leaves': 830, 'max_depth': 35, 'learning_rate': 0.21215501713624502, 'colsample_bytree': 0.8421052631578947, 'colsample_bylevel': 0.8157894736842105}",-0.9568930908000258,169,Manchester_Piccadilly,PM2.5,xgboost
"{'n_estimators': 385, 'min_samples_split': 16, 'min_samples_leaf': 4, 'max_features': 'log2', 'max_depth': 10, 'bootstrap': True}",0.3749625548651809,169,Manchester_Sharston,NOx,randomforest
"{'subsample': 0.631578947368421, 'reg_lambda': 54.62277217684337, 'reg_alpha': 89.02150854450375, 'n_estimators': 260, 'min_child_weight': 1.4135155848353942, 'max_leaves': 490, 'max_depth': 55, 'learning_rate': 0.0022631295683995293, 'colsample_bytree': 0.6578947368421053, 'colsample_bylevel': 0.5263157894736842}",-0.0607863035603387,169,Manchester_Sharston,NOx,xgboost
"{'n_estimators': 385, 'min_samples_split': 16, 'min_samples_leaf': 4, 'max_features': 'log2', 'max_depth': 10, 'bootstrap': True}",0.5880028765628967,169,Manchester_Sharston,O3,randomforest
"{'subsample': 0.6052631578947368, 'reg_lambda': 0.21544346900318823, 'reg_alpha': 1668.100537200059, 'n_estimators': 255, 'min_child_weight': 0.07511929493320964, 'max_leaves': 340, 'max_depth': 20, 'learning_rate': 0.002863609718508116, 'colsample_bytree': 0.6052631578947368, 'colsample_bylevel': 0.8421052631578947}",-0.5152105654909862,169,Manchester_Sharston,O3,xgboost
"{'n_estimators': 140, 'min_samples_split': 12, 'min_samples_leaf': 11, 'max_features': 'log2', 'max_depth': 10, 'bootstrap': True}",0.4382477909291332,169,Salford_Eccles,NOx,randomforest
"{'subsample': 0.5263157894736842, 'reg_lambda': 0.01873817422860384, 'reg_alpha': 2.915053062825176, 'n_estimators': 185, 'min_child_weight': 0.016536244070941803, 'max_leaves': 820, 'max_depth': 20, 'learning_rate': 0.4936132098237917, 'colsample_bytree': 0.763157894736842, 'colsample_bylevel': 0.631578947368421}",-0.0167220242384447,169,Salford_Eccles,NOx,xgboost
"{'n_estimators': 385, 'min_samples_split': 16, 'min_samples_leaf': 4, 'max_features': 'log2', 'max_depth': 10, 'bootstrap': True}",-0.1529982009341155,169,Salford_Eccles,PM2.5,randomforest
"{'subsample': 0.5, 'reg_lambda': 4.750810162102793, 'reg_alpha': 75.6463327554629, 'n_estimators': 450, 'min_child_weight': 0.08391656442830157, 'max_leaves': 610, 'max_depth': 50, 'learning_rate': 0.2611161100917459, 'colsample_bytree': 0.7105263157894737, 'colsample_bylevel': 0.763157894736842}",-2.2241834714115365,169,Salford_Eccles,PM2.5,xgboost
"{'n_estimators': 375, 'min_samples_split': 13, 'min_samples_leaf': 11, 'max_features': 'log2', 'max_depth': 10, 'bootstrap': True}",0.4361933270493652,169,Salford_Glazebury,NOx,randomforest
"{'subsample': 0.9473684210526315, 'reg_lambda': 453.4878508128582, 'reg_alpha': 739.0722033525776, 'n_estimators': 195, 'min_child_weight': 0.7140151304013396, 'max_leaves': 940, 'max_depth': 45, 'learning_rate': 0.0037770636945393685, 'colsample_bytree': 0.7368421052631579, 'colsample_bylevel': 0.9473684210526315}",0.0465969966912298,169,Salford_Glazebury,NOx,xgboost
"{'n_estimators': 375, 'min_samples_split': 13, 'min_samples_leaf': 11, 'max_features': 'log2', 'max_depth': 10, 'bootstrap': True}",0.6244645793297661,169,Salford_Glazebury,O3,randomforest
"{'subsample': 0.8421052631578947, 'reg_lambda': 17.47528400007683, 'reg_alpha': 64.28073117284319, 'n_estimators': 300, 'min_child_weight': 0.013008537010905713, 'max_leaves': 250, 'max_depth': 45, 'learning_rate': 0.002326662911331458, 'colsample_bytree': 0.5789473684210527, 'colsample_bylevel': 0.8157894736842105}",-0.5067536739345672,169,Salford_Glazebury,O3,xgboost
"{'n_estimators': 140, 'min_samples_split': 12, 'min_samples_leaf': 11, 'max_features': 'log2', 'max_depth': 10, 'bootstrap': True}",0.4384830266133749,170,Bury_Whitefield,NOx,randomforest
"{'subsample': 0.631578947368421, 'reg_lambda': 4.750810162102793, 'reg_alpha': 12.618568830660209, 'n_estimators': 140, 'min_child_weight': 1.8644085339704852, 'max_leaves': 290, 'max_depth': 35, 'learning_rate': 0.004278214201767617, 'colsample_bytree': 0.5789473684210527, 'colsample_bylevel': 0.5526315789473684}",-0.020011897945745,170,Bury_Whitefield,NOx,xgboost
"{'n_estimators': 205, 'min_samples_split': 2, 'min_samples_leaf': 5, 'max_features': 'log2', 'max_depth': 10, 'bootstrap': True}",0.4442844965043002,170,Manchester_Piccadilly,NOx,randomforest
"{'subsample': 0.631578947368421, 'reg_lambda': 4.750810162102793, 'reg_alpha': 12.61856883066021, 'n_estimators': 140, 'min_child_weight': 1.8644085339704852, 'max_leaves': 290, 'max_depth': 35, 'learning_rate': 0.004278214201767617, 'colsample_bytree': 0.5789473684210527, 'colsample_bylevel': 0.5526315789473684}",-0.1803398650738328,170,Manchester_Piccadilly,NOx,xgboost
"{'n_estimators': 385, 'min_samples_split': 16, 'min_samples_leaf': 4, 'max_features': 'log2', 'max_depth': 10, 'bootstrap': True}",0.5566046483849925,170,Manchester_Piccadilly,O3,randomforest
"{'subsample': 0.763157894736842, 'reg_lambda': 4.037017258596554, 'reg_alpha': 453.4878508128582, 'n_estimators': 290, 'min_child_weight': 1.4135155848353942, 'max_leaves': 630, 'max_depth': 35, 'learning_rate': 0.002294676367231936, 'colsample_bytree': 0.8157894736842105, 'colsample_bylevel': 0.5789473684210527}",-0.3210112594987757,170,Manchester_Piccadilly,O3,xgboost
"{'n_estimators': 455, 'min_samples_split': 4, 'min_samples_leaf': 4, 'max_features': 'sqrt', 'max_depth': 40, 'bootstrap': True}",0.0550763352943096,170,Manchester_Piccadilly,PM2.5,randomforest
"{'subsample': 0.8947368421052632, 'reg_lambda': 4.037017258596554, 'reg_alpha': 0.011497569953977356, 'n_estimators': 480, 'min_child_weight': 8.013230128396879, 'max_leaves': 680, 'max_depth': 25, 'learning_rate': 0.7477346305177588, 'colsample_bytree': 0.6052631578947368, 'colsample_bylevel': 0.9210526315789473}",-0.966373339874887,170,Manchester_Piccadilly,PM2.5,xgboost
"{'n_estimators': 205, 'min_samples_split': 2, 'min_samples_leaf': 5, 'max_features': 'log2', 'max_depth': 10, 'bootstrap': True}",0.374882764951748,170,Manchester_Sharston,NOx,randomforest
"{'subsample': 0.8157894736842105, 'reg_lambda': 0.013530477745798068, 'reg_alpha': 14.849682622544634, 'n_estimators': 255, 'min_child_weight': 0.06245844712439615, 'max_leaves': 760, 'max_depth': 30, 'learning_rate': 0.0017639772753140451, 'colsample_bytree': 0.763157894736842, 'colsample_bylevel': 0.7894736842105263}",-0.0613926166027464,170,Manchester_Sharston,NOx,xgboost
"{'n_estimators': 375, 'min_samples_split': 13, 'min_samples_leaf': 11, 'max_features': 'log2', 'max_depth': 10, 'bootstrap': True}",0.5879592811584734,170,Manchester_Sharston,O3,randomforest
"{'subsample': 0.8421052631578947, 'reg_lambda': 17.47528400007683, 'reg_alpha': 64.28073117284319, 'n_estimators': 300, 'min_child_weight': 0.013008537010905713, 'max_leaves': 250, 'max_depth': 45, 'learning_rate': 0.002326662911331458, 'colsample_bytree': 0.5789473684210527, 'colsample_bylevel': 0.8157894736842105}",-0.5304559276635732,170,Manchester_Sharston,O3,xgboost
"{'n_estimators': 375, 'min_samples_split': 13, 'min_samples_leaf': 11, 'max_features': 'log2', 'max_depth': 10, 'bootstrap': True}",0.4380408187214581,170,Salford_Eccles,NOx,randomforest
"{'subsample': 0.631578947368421, 'reg_lambda': 54.62277217684337, 'reg_alpha': 89.02150854450375, 'n_estimators': 260, 'min_child_weight': 1.4135155848353942, 'max_leaves': 490, 'max_depth': 55, 'learning_rate': 0.0022631295683995293, 'colsample_bytree': 0.6578947368421053, 'colsample_bylevel': 0.5263157894736842}",-0.0275342665346124,170,Salford_Eccles,NOx,xgboost
"{'n_estimators': 485, 'min_samples_split': 10, 'min_samples_leaf': 5, 'max_features': 'sqrt', 'max_depth': 30, 'bootstrap': True}",-0.1550604104167167,170,Salford_Eccles,PM2.5,randomforest
